전철역명,X좌표(WGS),Y좌표(WGS)
곤지암,37.351315,127.34674
신둔도예촌,37.317184999999995,127.40476000000001
이천,37.265578999999995,127.44226
부발,37.260191999999996,127.490277
세종대왕릉,37.295309,127.57093799999998
구로,37.503039,126.88196599999999
금천구청,37.455626,126.89398
석수,37.435047,126.902295
관악,37.419232,126.90870600000001
안양,37.401592,126.922874
명학,37.384653,126.935433
군포,37.353559999999995,126.948462
의왕,37.320852,126.948217
화서,37.283862,126.989627
독산,37.466613,126.88924899999999
세류,37.245025,127.013222
병점,37.207503,127.03273100000001
세마,37.187533,127.04318
오산대,37.168953,127.063197
오산,37.145885,127.06671999999999
진위,37.109446999999996,127.062278
송탄,37.075696,127.054301
서정리,37.056496,127.052819
지제,37.0188,127.070444
평택,36.990726,127.085159
성환,36.916076000000004,127.12696399999999
직산,36.870593,127.143904
두정,36.833705,127.14896
천안,36.810005,127.146826
당정,37.344285,126.94834499999999
서동탄,37.195504,127.051672
광명,37.416182,126.88446599999999
산본,37.358101,126.933274
대야미,37.328466999999996,126.917332
반월,37.312212,126.903524
상록수,37.302795,126.86648899999999
한대앞,37.309689,126.85343999999999
중앙,37.315940999999995,126.838573
고잔,37.316777,126.823249
초지,37.320646,126.80591299999999
안산,37.327082,126.788532
신길온천,37.338212,126.765844
정왕,37.351735,126.742989
수리산,37.349801,126.92536499999999
개봉,37.494594,126.85868
오류동,37.494526,126.84536499999999
역곡,37.485178000000005,126.811502
부천,37.48405,126.78268600000001
송내,37.4876,126.75366399999999
백운,37.483664000000005,126.707704
동암,37.471408000000004,126.702896
제물포,37.466769,126.65666599999999
동인천,37.475276,126.632802
부개,37.488417999999996,126.74108999999999
간석,37.464737,126.694181
도원,37.468446,126.642706
중동,37.486562,126.764843
도화,37.46607,126.668672
서울숲,37.543617,127.044707
압구정로데오,37.527381,127.04053400000001
소사,37.482753,126.79543999999999
가천대,37.448605,127.126697
태평,37.440019,127.12770900000001
서현,37.385126,127.12359199999999
수내,37.378454999999995,127.114322
미금,37.350077,127.10891000000001
오리,37.339824,127.108942
보정,37.312752,127.10819599999999
죽전,37.324753,127.107395
신갈,37.286102,127.111313
상갈,37.26181,127.108847
청명,37.259489,127.078934
영통,37.251568,127.071394
망포,37.245795,127.057353
매탄권선,37.252759000000005,127.040566
수원시청,37.261911,127.030736
매교,37.265481,127.01567800000001
월곶,37.391769000000004,126.742699
소래포구,37.40095,126.733522
인천논현,37.400614000000004,126.72247800000001
호구포,37.401637,126.708627
남동인더스파크,37.407722,126.69521599999999
연수,37.417804,126.67894
송도,37.428514,126.657772
신포,37.468740000000004,126.623853
방학,37.667503,127.044273
도봉,37.679563,127.04559499999999
망월사,37.709914000000005,127.047455
의정부,37.738415,127.04595800000001
가능,37.748577000000004,127.04421299999998
녹양,37.75938,127.04229199999999
양주,37.774381,127.04470800000001
덕계,37.818486,127.056486
덕정,37.843188,127.061277
지행,37.892334000000005,127.05571599999999
동두천중앙,37.901885,127.056482
보산,37.913702,127.057277
동두천,37.927878,127.05479
소요산,37.9481,127.061034
원당,37.653324,126.84304099999999
백석,37.643114000000004,126.78787
마두,37.652206,126.77762
정발산,37.659477,126.77335900000001
주엽,37.670072,126.761334
대화,37.676087,126.747569
방화,37.577446,126.81274099999999
개화산,37.572399,126.80617099999999
송정,37.561184000000004,126.811973
마곡,37.560183,126.825448
발산,37.558597999999996,126.837668
우장산,37.548768,126.83631799999999
화곡,37.541513,126.840461
신정,37.524997,126.856191
목동,37.526065,126.864931
오목교,37.524496,126.87518100000001
양평,37.525648,126.885778
여의나루,37.527097999999995,126.932901
마포,37.539574,126.94593200000001
애오개,37.553736,126.95682
서대문,37.565773,126.966641
광화문,37.571026,126.976669
신금호,37.554548,127.020331
행당,37.557322,127.029476
마장,37.5661,127.042973
답십리,37.566747,127.052704
장한평,37.561440000000005,127.064623
아차산,37.551691,127.08976100000001
광나루,37.545303000000004,127.10356999999999
강동,37.535804,127.132481
길동,37.537801,127.140004
굽은다리,37.545477000000005,127.142853
명일,37.55137,127.143999
고덕,37.555004,127.154151
둔촌동,37.527788,127.136248
올림픽공원,37.516078,127.130848
방이,37.508857,127.12613300000001
개롱,37.498079,127.13481999999999
거여,37.493105,127.14415
마천,37.49499,127.152781
응암,37.598605,126.915577
역촌,37.606021000000005,126.922744
독바위,37.618456,126.933031
구산,37.611377000000005,126.91727
새절,37.591148,126.913629
증산,37.583876000000004,126.909645
월드컵경기장,37.569532,126.899298
마포구청,37.563515,126.90334299999999
망원,37.556094,126.91005200000001
상수,37.547715999999994,126.922852
광흥창,37.547456,126.93199299999999
대흥,37.547771000000004,126.94206899999999
녹사평,37.534675,126.986695
이태원,37.534488,126.994302
한강진,37.539631,127.001725
버티고개,37.548013,127.00705500000001
창신,37.579661,127.01524099999999
안암,37.586271999999994,127.029005
고려대,37.590508,127.036296
월곡,37.601948,127.041518
상월곡,37.606377,127.048491
돌곶이,37.610537,127.056431
화랑대,37.620064,127.08468899999998
봉화산,37.617283,127.091401
장암,37.700109000000005,127.053196
수락산,37.67785,127.055315
마들,37.66494,127.057675
중계,37.644583000000004,127.06430300000001
하계,37.636352,127.06799
먹골,37.610637,127.077725
중화,37.602545,127.079264
면목,37.588578999999996,127.087503
사가정,37.580894,127.08847800000001
용마산,37.573646999999994,127.086727
중곡,37.565923,127.08431999999999
어린이대공원,37.548014,127.07465800000001
뚝섬유원지,37.53154,127.066704
청담,37.519365,127.05335
학동,37.514229,127.03165600000001
논현,37.511093,127.02141499999999
반포,37.508178,127.01172700000001
내방,37.487618,126.993513
남성,37.484596,126.971251
숭실대입구,37.496029,126.953822
장승배기,37.504898,126.93915
신대방삼거리,37.499701,126.928276
보라매,37.499871999999996,126.920428
신풍,37.50008,126.90993
남구로,37.486056,126.887249
철산,37.47605,126.867911
광명사거리,37.479252,126.854876
천왕,37.486637,126.83871299999998
까치울,37.506207,126.81093899999999
부천종합운동장,37.50538,126.79733700000001
춘의,37.503663,126.78703600000001
신중동,37.503048,126.77596000000001
부천시청,37.504630999999996,126.76353799999998
상동,37.505781,126.753083
삼산체육관,37.506411,126.742153
굴포천,37.506997,126.73128
암사,37.55021,127.12756200000001
강동구청,37.530341,127.120508
몽촌토성,37.517409,127.11235900000001
석촌,37.505431,127.10697900000001
송파,37.499703000000004,127.112183
문정,37.485855,127.1225
장지,37.478703,127.12619099999999
산성,37.457122,127.14990800000001
남한산성입구,37.451535,127.15981599999999
단대오거리,37.445209999999996,127.156866
신흥,37.440917999999996,127.14756399999999
수진,37.437428000000004,127.140722
귤현,37.566379,126.742654
임학,37.545059,126.738665
계산,37.543238,126.728128
경인교대입구,37.538157,126.722597
작전,37.530415000000005,126.722527
갈산,37.517268,126.72151399999998
부평시장,37.498383000000004,126.72224399999999
동수,37.485312,126.71824699999999
부평삼거리,37.477678999999995,126.71020800000001
간석오거리,37.467048,126.70793799999998
예술회관,37.449396,126.701012
인천터미널,37.442383,126.699706
문학경기장,37.434934999999996,126.69857900000001
선학,37.426684,126.69886299999999
신연수,37.418040000000005,126.693863
동춘,37.404737,126.68101499999999
동막,37.397878000000006,126.67400500000001
캠퍼스타운,37.387855,126.661673
테크노파크,37.382267999999996,126.656365
지식정보단지,37.378384000000004,126.645168
인천대입구,37.386007,126.63948400000001
검단오류,37.594877000000004,126.627178
왕길,37.59518,126.642696
검단사거리,37.60185,126.65710800000001
마전,37.597566,126.66699799999999
독정,37.585212,126.675844
검바위,37.561405,126.67756599999998
아시아드경기장,37.5517,126.677122
서구청,37.543742,126.676787
가정,37.524649,126.67553899999999
가정중앙시장,37.517053999999995,126.676672
석남,37.506192999999996,126.676203
서부여성회관,37.506192999999996,126.676203
인천가좌,37.4897,126.67520800000001
가재울,37.484192,126.683673
주안국가산단,37.473703,126.68113000000001
시민공원,37.458335,126.681192
석천사거리,37.456804999999996,126.70998600000001
모래내시장,37.45583,126.719298
만수,37.454910999999996,126.73209399999999
남동구청,37.448161,126.73693899999999
인천대공원,37.448769,126.752618
운연,37.440127000000004,126.75997
개화,37.578608,126.798153
공항시장,37.563726,126.810678
신방화,37.567532,126.816601
마곡나루,37.567336,126.829497
양천향교,37.568381,126.841333
가양,37.561391,126.854456
증미,37.557402,126.86193899999999
등촌,37.550632,126.86568899999999
염창,37.546935999999995,126.87491599999998
신목동,37.544277,126.88308
선유도,37.53802,126.893525
국회의사당,37.528105,126.917874
샛강,37.517274,126.928422
노들,37.512887,126.953222
흑석,37.50877,126.96370800000001
구반포,37.501364,126.98733200000001
신반포,37.503415000000004,126.995925
사평,37.504205999999996,127.01525900000001
신논현,37.504598,127.02506000000001
언주,37.507287,127.033868
삼성중앙,37.513011,127.05328200000001
봉은사,37.514219,127.060245
청라국제도시,37.555878,126.625327
운서,37.492903999999996,126.49378999999999
공항화물청사,37.458366,126.47624099999999
인천국제공항,37.447464000000004,126.45250800000001
영종,37.511466,126.5237
양재시민의숲,37.470023,127.03842
김량장,37.237246999999996,127.19878100000001
운동장·송담대,37.237845,127.209198
고진,37.24484,127.214251
보평,37.258965,127.218457
둔전,37.267051,127.21363999999998
전대·에버랜드,37.285342,127.21956100000001
발곡,37.727047999999996,127.052803
범골,37.728755,127.04353
경전철의정부,37.737202,127.04325700000001
의정부시청,37.739256,127.03478100000001
흥선,37.743302,127.037023
의정부중앙,37.743676,127.04956499999999
동오,37.745271,127.056947
새말,37.748884999999994,127.06362
경기도청북부청사,37.75059,127.071495
효자,37.754025,127.076902
곤제,37.750471000000005,127.08371499999998
어룡,37.742802000000005,127.085035
송산,37.737279,127.08715900000001
동천,37.337928000000005,127.102976
수지구청,37.322702,127.095026
성복,37.313334999999995,127.0801
상현,37.297664000000005,127.06934199999999
광교중앙,37.288616999999995,127.051478
광교,37.30211,127.04448300000001
강남대,37.270161,127.126033
지석,37.269606,127.13651499999999
어정,37.274916999999995,127.14371399999999
동백,37.269042999999996,127.152716
초당,37.260752000000004,127.159443
삼가,37.242115000000005,127.168075
시청·용인대,37.239151,127.17840600000001
명지대,37.237964,127.190294
